id,is_novel,revenue,popularity,vote_average,budget,release_year
75674,not novel,81272766,1.436895,6.3,12000000,2012
76492,not novel,358375603,1.418764,6.7,85000000,2012
82507,not novel,77712439,1.3743,6.7,3000000,2012
87826,not novel,73100172,1.361148,6.1,0,2012
77016,not novel,48126384,1.345091,7.1,7000000,2012
96724,not novel,68929150,1.327062,6.4,0,2012
72976,not novel,275293450,1.312488,6.6,65000000,2012
76494,not novel,79700000,1.306241,5.7,40000000,2012
76493,not novel,179379533,1.291798,5.9,65000000,2012
10679,novel,8135031,1.272901,5.5,7500000,2012
77877,not novel,99357138,1.272721,6.8,25000000,2012
57214,novel,100000000,1.270174,6.5,12000000,2012
77866,not novel,63100000,1.252392,6.1,25000000,2012
111969,not novel,81071,1.243778,7.2,0,2012
80321,novel,746921274,1.204406,6.4,145000000,2012
140420,not novel,0,1.182679,8,0,2012
82633,not novel,53676580,1.178045,6.7,26000000,2012
79548,not novel,18100189,1.172885,6,0,2012
70436,not novel,29657751,1.169815,6,26000000,2012
80585,not novel,59418613,1.161624,5.9,75000000,2012
127493,novel,2106557,1.157127,5.1,35000000,2012
97434,not novel,0,1.140874,4.9,0,2012
82684,not novel,0,1.119628,7,0,2012
80035,not novel,68267862,1.116305,5.3,68000000,2012
72197,not novel,118338361,1.113113,6.4,60000000,2012
68722,not novel,28258060,1.106899,6.8,32000000,2012
136911,not novel,0,1.096756,5.5,25000000,2012
72207,not novel,53909751,1.095479,5.6,30000000,2012
89492,not novel,88058786,1.095339,5.5,35000000,2012
81796,not novel,32204030,1.068764,5.8,20000000,2012
50647,not novel,24159934,1.055188,5.2,35000000,2012
65086,not novel,127730736,1.049943,6.1,17000000,2012
62214,not novel,81491068,1.046157,6.5,39000000,2012
87428,not novel,58058367,1.020104,5.6,70000000,2012
59961,not novel,208076205,1.01404,6.2,85000000,2012
82525,not novel,47000000,0.998625,6.2,45000000,2012
80389,not novel,0,0.99352,6.1,35000000,2012
116613,not novel,6294161,0.988109,5.7,3730500,2012
84199,not novel,0,0.984256,7.1,0,2012
87502,not novel,161772375,0.974459,6.4,31000000,2012
49527,not novel,46221189,0.95865,6.2,42000000,2012
86838,not novel,19422261,0.958518,6.6,15000000,2012
78698,not novel,24719215,0.953111,6.5,40000000,2012
86467,not novel,8303261,0.948869,5.1,9000000,2012
125509,not novel,0,0.929163,4.9,0,2012
103620,not novel,31081,0.913638,5.8,6000000,2012
127517,not novel,3428048,0.903283,6.7,10000000,2012
98548,novel,12434778,0.901943,6.6,16000000,2012
71668,not novel,8493728,0.892472,4.2,5000000,2012
112336,not novel,23570541,0.885627,6.2,0,2012
77883,not novel,85446075,0.862841,5.8,14000000,2012
61012,not novel,52302796,0.843149,5.1,20000000,2012
64689,not novel,37930465,0.836457,5.7,15000000,2012
77948,not novel,16863583,0.828573,4.8,20000000,2012
133121,not novel,0,0.824694,6.2,0,2012
60599,not novel,35485056,0.821988,5.9,12000000,2012
68812,novel,1969193,0.819111,6.4,20000000,2012
77953,not novel,104907746,0.802985,5.5,0,2012
90369,not novel,0,0.800033,7.4,0,2012
60747,not novel,44806783,0.79959,5.3,65000000,2012
75638,not novel,13551174,0.79128,6.1,14000000,2012
76489,not novel,54819301,0.784114,4.9,30000000,2012
82696,not novel,114281051,0.777869,5.6,30000000,2012
95516,not novel,0,0.772595,5.1,0,2012
60281,not novel,587615,0.769619,5.6,0,2012
97430,not novel,15608545,0.767413,5.1,15000000,2012
74387,not novel,6483963,0.758614,6.3,0,2012
134375,not novel,0,0.756,5.2,0,2012
102780,not novel,89237,0.743538,5.7,0,2012
72358,not novel,22044277,0.736973,5.8,40000000,2012
115290,not novel,0,0.728625,6.1,0,2012
109099,not novel,0,0.728259,4.9,30000000,2012
81446,not novel,0,0.723257,5.5,4000000,2012
87825,not novel,0,0.7202,6.7,0,2012
81836,not novel,73244881,0.714232,5.5,17000000,2012
93856,not novel,18112929,0.70817,4.8,0,2012
94901,not novel,3003,0.704291,4.4,2500000,2012
112200,not novel,1065881,0.701851,5.6,0,2012
82505,not novel,0,0.69948,5.6,6900000,2012
94348,not novel,30353232,0.686877,5.2,45000000,2012
54054,not novel,36893721,0.672243,5.2,40000000,2012
121826,not novel,59520298,0.668285,6.2,11000000,2012
84305,not novel,1576687,0.665792,4.9,26350000,2012
71864,not novel,51854875,0.663515,6.5,0,2012
103332,novel,9128263,0.657376,6.9,0,2012
84178,not novel,0,0.651198,4.8,0,2012
77174,not novel,107139399,0.646413,6.6,60000000,2012
133694,not novel,8138788,0.644806,5.7,15000000,2012
82650,not novel,77112176,0.63948,5.9,22000000,2012
111839,not novel,0,0.634526,6.2,19500000,2012
121674,not novel,258656,0.629937,6,0,2012
78049,not novel,0,0.629483,4.1,5000000,2012
96399,not novel,9622846,0.628612,6.8,12000000,2012
72431,not novel,50365377,0.627024,6.1,58000000,2012
127521,novel,0,0.6249,5,10000000,2012
97051,not novel,0,0.622156,5.7,0,2012
82679,not novel,11417362,0.615971,5.4,14000000,2012
77875,not novel,0,0.615335,5.4,35000000,2012
104755,not novel,1165882,0.612153,4.7,1500000,2012
119698,not novel,0,0.608099,4.5,0,2012
49526,not novel,31083599,0.607856,6.1,35000000,2012
84174,not novel,11947954,0.604625,5.3,3000000,2012
152581,not novel,0,0.602578,6.3,0,2012
82687,not novel,41863726,0.595211,5.3,40000000,2012
107170,not novel,0,0.592542,7.4,0,2012
113947,not novel,9138338,0.591005,6.3,1000000,2012
121789,not novel,0,0.588822,5.5,0,2012
88005,not novel,9636289,0.58808,6.2,10000000,2012
82881,not novel,0,0.587352,7.2,0,2012
82631,not novel,5310554,0.582429,5.2,0,2012
99770,not novel,0,0.582396,4.9,61000000,2012
83686,not novel,13231461,0.580776,6.3,6000000,2012
106021,not novel,0,0.572327,5.5,12000000,2012
85373,not novel,0,0.569388,5.3,0,2012
70667,not novel,0,0.568529,6.9,16600000,2012
82990,not novel,142817992,0.557661,5.3,5000000,2012
121642,not novel,18295,0.557044,6.8,13000000,2012
83770,not novel,8784318,0.552288,5.6,25000000,2012
89455,not novel,1663931,0.548029,5.7,0,2012
122857,not novel,1402307,0.546483,5.1,11500000,2012
79935,not novel,0,0.546014,5.5,5000000,2012
135812,novel,8139,0.543869,3.3,5600000,2012
125490,not novel,0,0.541575,5.7,2400000,2012
123105,not novel,30668,0.530375,5.4,0,2012
92591,not novel,0,0.52938,6.3,0,2012
118683,not novel,0,0.526637,4.6,0,2012
93837,not novel,0,0.524246,5.7,0,2012
89185,not novel,0,0.52181,5.8,0,2012
123024,not novel,0,0.52052,8.3,0,2012
91739,not novel,0,0.518731,7.1,0,2012
119360,not novel,0,0.518686,5.6,0,2012
84200,not novel,1243961,0.518403,5.8,850000,2012
110160,not novel,0,0.516461,7.5,9500000,2012
101179,not novel,0,0.505292,5.6,0,2012
113594,not novel,0,0.495457,5.7,0,2012
84575,not novel,0,0.495039,4.9,5000000,2012
82618,not novel,0,0.494655,5.3,5000000,2012
88042,not novel,119772232,0.494391,5.9,25000000,2012
134366,not novel,0,0.494142,5.1,0,2012
84348,not novel,100345,0.493944,5.8,0,2012
87504,not novel,8887603,0.493205,5.2,0,2012
76487,not novel,101758490,0.491648,4.5,1000000,2012
136080,not novel,0,0.490734,5.4,0,2012
116979,not novel,0,0.486354,6.3,0,2012
134597,not novel,6842058,0.48631,5.8,0,2012
59963,not novel,432274,0.48576,4.9,25000000,2012
86597,not novel,0,0.483986,5.6,18200000,2012
109584,not novel,0,0.482632,6.3,0,2012
135281,not novel,0,0.477929,5.9,0,2012
91679,not novel,0,0.477554,6.5,0,2012
127372,not novel,3346265,0.474818,6,0,2012
122293,not novel,0,0.473914,4.2,0,2012
67660,not novel,96070507,0.473381,6.6,12000000,2012
133558,not novel,0,0.468765,5,0,2012
109513,not novel,14400000,0.468552,5.4,2000000,2012
112090,not novel,0,0.468305,4.6,0,2012
130267,not novel,0,0.464032,5.6,0,2012
121824,not novel,0,0.463427,5.8,0,2012
127867,not novel,0,0.460239,5.6,0,2012
39957,not novel,0,0.456327,5.3,0,2012
119569,not novel,0,0.454471,6.7,0,2012
127884,not novel,0,0.452177,4.9,0,2012
97614,not novel,66351,0.452064,5.5,12000000,2012
127374,not novel,0,0.451287,5.5,0,2012
75761,not novel,0,0.45055,5.9,0,2012
84306,not novel,0,0.450481,6.1,0,2012
94352,not novel,34153101,0.448325,5.9,0,2012
117974,not novel,61782,0.446829,6,0,2012
84188,not novel,319285,0.446244,6.3,0,2012
84194,not novel,0,0.440489,5.9,0,2012
136701,not novel,0,0.43873,5.6,0,2012
87496,not novel,19633027,0.438284,5.8,0,2012
89691,not novel,3010,0.436617,5.5,3000000,2012
112304,not novel,0,0.431609,4.9,8000000,2012
98948,not novel,0,0.430466,4.1,150000,2012
84175,not novel,21107746,0.430256,6.6,1800000,2012
106717,not novel,0,0.428343,4.7,0,2012
141102,not novel,0,0.426646,6.4,40000000,2012
84577,not novel,0,0.425039,4.5,6000000,2012
128136,not novel,45250,0.419765,5.4,0,2012
147132,not novel,0,0.352339,5.8,0,2012
75204,not novel,0,0.415272,6,4275000,2012
103328,not novel,641100,0.41248,6.7,0,2012
133931,not novel,0,0.438105,5.1,20000000,2012
139567,not novel,4636169,0.409718,5.7,20000000,2012
84332,not novel,4007792,0.40801,6.7,750000,2012
130925,not novel,0,0.40752,7.5,0,2012
127962,not novel,0,0.406609,6,0,2012
86759,not novel,0,0.404069,5,0,2012
84383,not novel,0,0.403624,7,0,2012
96599,not novel,0,0.402947,6.5,0,2012
128248,not novel,0,0.402405,4.9,0,2012
98339,not novel,2521,0.402086,4.7,12000000,2012
95755,not novel,0,0.401012,5.1,2000000,2012
86541,not novel,0,0.400215,5.5,0,2012
79694,not novel,9627492,0.398497,4.4,17000000,2012
94354,not novel,0,0.524197,6.5,0,2012
132137,not novel,0,0.39366,4.7,5000000,2012
119431,not novel,0,0.392485,6.5,12500000,2012
128841,not novel,0,0.38917,4,3000000,2012
120292,not novel,0,0.388099,5.5,0,2012
74505,not novel,0,0.38719,4.6,1000000,2012
100183,not novel,0,0.386979,3.7,3000000,2012
98066,not novel,0,0.385202,4.8,0,2012
94380,not novel,0,0.385121,5.4,0,2012
84165,not novel,1653792,0.383998,5.3,8000000,2012
101325,not novel,0,0.383809,6.8,0,2012
121872,not novel,1005700,0.292564,6.3,0,2012
102629,not novel,0,0.38161,4.8,3000000,2012
84329,not novel,3325038,0.380291,6.7,2500000,2012
80318,not novel,0,0.373557,4.9,0,2012
84105,not novel,0,0.372274,5.1,0,2012
118957,not novel,0,0.365381,5.2,30000000,2012
177221,not novel,0,0.365206,5.7,0,2012
257368,not novel,0,0.363004,6.6,0,2012
100683,novel,0,0.361254,4.1,3000000,2012
49014,not novel,6063556,0.359578,4.8,20500000,2012
97605,not novel,0,0.358343,5.5,0,2012
90125,not novel,0,0.356988,7.4,0,2012
85207,not novel,0,0.356594,3.3,0,2012
94104,not novel,0,0.312624,5.2,0,2012
135858,not novel,0,0.352564,4.1,12000000,2012
114606,not novel,0,0.351494,5.6,0,2012
119117,not novel,0,0.351001,2.9,0,2012
136278,not novel,0,0.349722,6,0,2012
79465,not novel,0,0.346552,6.1,0,2012
110354,not novel,0,0.344296,7,0,2012
119738,not novel,0,0.34423,5.8,0,2012
100089,not novel,0,0.339738,3.1,0,2012
84203,not novel,0,0.2222,5.7,3000000,2012
52001,not novel,0,0.338055,4.8,0,2012
127651,not novel,0,0.335484,6.4,0,2012
110146,not novel,0,0.335002,6.4,0,2012
60540,not novel,0,0.333898,5.2,2000000,2012
98205,not novel,0,0.331881,5.6,0,2012
122800,not novel,0,0.331665,4.7,11000000,2012
91010,not novel,0,0.331645,6.1,0,2012
136405,not novel,0,0.329642,4.7,5300000,2012
98582,not novel,0,0.329419,5.5,3500000,2012
84281,not novel,0,0.327715,5.4,0,2012
150015,not novel,0,0.326556,6.2,0,2012
160070,not novel,0,0.324553,4,5000000,2012
92645,not novel,0,0.324354,6.1,0,2012
134371,not novel,0,0.323947,5.5,0,2012
126757,not novel,0,0.323242,5.5,0,2012
96821,not novel,0,0.322978,6.2,0,2012
78215,not novel,704,0.322496,6.5,0,2012
86555,not novel,0,0.322163,6.3,0,2012
101176,not novel,1081,0.322007,5.7,0,2012
138222,not novel,1938,0.321712,5.9,1500000,2012
84290,not novel,0,0.320781,5.5,0,2012
100529,not novel,252603,0.320264,4.9,0,2012
82533,not novel,0,0.319294,5.6,0,2012
95754,not novel,0,0.25737,6.4,0,2012
62008,not novel,0,0.318408,6.2,0,2012
120605,not novel,0,0.316209,7,0,2012
63574,not novel,30,0.316117,6.7,25,2012
101731,not novel,102388,0.315868,7.1,0,2012
118612,not novel,0,0.310779,5.6,0,2012
84330,not novel,0,0.310077,6.3,0,2012
91342,not novel,0,0.421746,6,0,2012
84336,not novel,419953,0.360699,5.6,6300000,2012
84184,not novel,3094813,0.304212,6.4,0,2012
94204,not novel,525,0.15305,4.4,0,2012
115084,not novel,0,0.297944,3.5,1000000,2012
117923,not novel,0,0.295547,3.1,5000000,2012
124972,not novel,0,0.29467,4.8,1700000,2012
90118,not novel,0,0.2574,5.9,0,2012
85414,not novel,0,0.292536,5.2,0,2012
129533,not novel,0,0.292449,5.8,0,2012
122192,not novel,0,0.292387,5.5,0,2012
122924,not novel,0,0.291458,3.9,6000000,2012
136403,not novel,0,0.290977,6.5,0,2012
127370,not novel,1697294,0.29082,6.5,0,2012
84287,not novel,0,0.288849,7.3,0,2012
114958,not novel,0,0.287294,3.6,0,2012
84317,not novel,24995,0.286615,5.2,0,2012
103370,not novel,0,0.285321,6.1,0,2012
141423,not novel,0,0.283371,5.7,0,2012
85546,not novel,0,0.281092,5.9,0,2012
135647,not novel,0,0.280787,5.9,0,2012
80384,not novel,0,0.26913,4.1,0,2012
133369,not novel,0,0.276448,5.6,0,2012
124075,not novel,0,0.222923,6.7,0,2012
98368,not novel,0,0.26859,5.3,200000,2012
87440,not novel,22930,0.267406,6,0,2012
119193,not novel,0,0.267325,7.4,17,2012
138376,not novel,5750,0.266186,5.6,0,2012
84341,not novel,376597,0.266025,6.1,500000,2012
86703,not novel,0,0.265119,3.4,0,2012
103173,not novel,0,0.264257,5.5,0,2012
115276,not novel,0,0.263969,5.2,0,2012
121831,not novel,0,0.474678,6.2,0,2012
138038,not novel,0,0.262531,5,0,2012
150229,not novel,0,0.261895,3.8,0,2012
121873,not novel,717205,0.136043,6.8,0,2012
71679,not novel,240159255,0.260624,5.6,65000000,2012
119685,not novel,0,0.258942,6.6,0,2012
92393,not novel,0,0.257867,3,0,2012
46429,not novel,0,0.255948,4.2,17000000,2012
126277,not novel,0,0.255854,5.9,0,2012
129734,not novel,6508,0.255387,6.4,0,2012
135921,not novel,0,0.255341,6.8,0,2012
119478,not novel,0,0.253871,5,0,2012
106337,not novel,0,0.252357,6.3,0,2012
76589,not novel,0,0.250992,7.1,0,2012
130739,not novel,2750275,0.218221,7.1,300000,2012
109391,not novel,0,0.249026,5.3,0,2012
126337,not novel,0,0.247431,5.8,2000000,2012
109843,not novel,0,0.246129,5.9,170000,2012
98369,not novel,0,0.242816,6.5,1250000,2012
98586,not novel,0,0.241334,4.6,0,2012
84316,not novel,0,0.238135,6.2,0,2012
139463,not novel,0,0.235911,6.2,0,2012
84342,not novel,288312,0.235271,6.5,0,2012
141528,not novel,0,0.235178,6,0,2012
133764,not novel,0,0.234982,5.6,0,2012
135309,not novel,0,0.233634,4.1,0,2012
148265,not novel,19450000,0.167892,6.6,5990000,2012
79550,not novel,0,0.22986,5.2,2000000,2012
105528,not novel,120680,0.22845,5.3,0,2012
136793,not novel,0,0.227639,5,0,2012
110323,not novel,0,0.227384,4.2,0,2012
96973,not novel,0,0.226474,6.2,0,2012
80215,not novel,0,0.224198,7.3,0,2012
72890,not novel,0,0.221973,5.7,0,2012
102630,not novel,0,0.221582,5.1,2000000,2012
128876,not novel,0,0.22017,5.3,0,2012
124461,not novel,0,0.219829,4.5,0,2012
110397,not novel,0,0.218643,5.3,0,2012
101519,not novel,0,0.218605,5.6,0,2012
123362,not novel,0,0.153962,5.9,0,2012
72334,not novel,0,0.216962,6.4,0,2012
128241,not novel,0,0.2195,6,0,2012
94671,not novel,0,0.180989,6,0,2012
84333,not novel,0,0.214194,6.2,0,2012
104859,not novel,0,0.193498,4.9,0,2012
92000,not novel,0,0.212307,5.9,10000000,2012
82485,not novel,0,0.279399,5.7,5000000,2012
89237,not novel,0,0.210157,6.6,0,2012
121598,not novel,884100,0.209137,5,0,2012
89857,not novel,0,0.209121,6,0,2012
105965,not novel,0,0.207878,5.5,0,2012
84204,not novel,0,0.206422,5.6,0,2012
139933,not novel,14752,0.206106,4.6,0,2012
109500,not novel,0,0.204862,5.2,0,2012
103269,not novel,0,0.20482,6.3,3500000,2012
78571,not novel,540152,0.204794,5.3,0,2012
84185,not novel,1328467,0.204304,7.7,0,2012
84169,not novel,181107,0.203898,7.3,0,2012
128190,not novel,0,0.200707,7.5,0,2012
121606,not novel,0,0.121572,5.9,0,2012
128311,not novel,0,0.197497,4.9,0,2012
121597,not novel,0,0.194384,5,0,2012
146631,not novel,0,0.194081,3,2500000,2012
162145,not novel,0,0.119504,5.4,0,2012
190899,not novel,0,0.192136,4.6,0,2012
88036,not novel,24637469,0.308684,5.9,14000000,2012
103747,not novel,7034007,0.191233,6.9,0,2012
102222,not novel,0,0.188856,4.9,5000000,2012
127913,not novel,0,0.186437,6.2,3000000,2012
80304,not novel,0,0.525783,5.4,0,2012
121879,not novel,1562546,0.185787,6.4,0,2012
84166,not novel,0,0.182418,6.1,0,2012
126323,not novel,0,0.075822,4.7,1500000,2012
139715,not novel,0,0.181137,4,500000,2012
122088,not novel,1775316,0.18021,6.1,0,2012
83191,not novel,0,0.179918,5.3,0,2012
103717,not novel,0,0.042077,6.9,0,2012
139777,not novel,0,0.17924,6.1,0,2012
139455,not novel,14567,0.177133,4.7,0,2012
118628,not novel,11620000,0.070285,7.1,2840000,2012
113294,not novel,0,0.173804,4.5,0,2012
84334,not novel,0,0.173477,7.9,0,2012
97632,not novel,0,0.173159,2.4,0,2012
114718,not novel,0,0.171625,6,0,2012
168027,not novel,0,0.252098,4.8,0,2012
140174,not novel,0,0.169276,3.1,0,2012
369145,not novel,0,0.167501,7.8,0,2012
94973,not novel,0,0.14562,4.6,0,2012
117978,not novel,0,0.213853,5.2,4000000,2012
100046,not novel,0,0.166891,5.8,0,2012
165477,not novel,0,0.166049,5.9,0,2012
80973,not novel,0,0.164197,4.1,1100000,2012
111349,not novel,0,0.162227,8.3,0,2012
145738,not novel,0,0.16203,3.6,0,2012
88920,not novel,0,0.161878,7.4,0,2012
138941,not novel,0,0.159747,6.6,8000,2012
141095,not novel,0,0.159588,5.3,0,2012
100493,not novel,0,0.159118,5.4,500000,2012
98545,not novel,539896,0.123061,5.4,0,2012
128270,not novel,610792,0.15831,5.4,20000000,2012
135531,not novel,0,0.157139,6.6,0,2012
121791,not novel,0,0.156925,5.8,0,2012
119278,not novel,0,0.15439,4.2,0,2012
105526,not novel,0,0.154043,5.7,0,2012
130736,not novel,0,0.153689,7.1,0,2012
89325,not novel,0,0.153301,5.2,0,2012
167956,not novel,0,0.152713,7.5,0,2012
116440,not novel,0,0.150035,6.9,0,2012
84742,not novel,0,0.146925,3.6,300000,2012
118737,not novel,0,0.359022,4.7,0,2012
121565,not novel,0,0.146256,6,1500000,2012
149786,not novel,0,0.144769,5.7,0,2012
133441,not novel,0,0.144297,6.9,0,2012
105531,not novel,0,0.143351,4.4,0,2012
104155,not novel,0,0.14271,5.1,0,2012
97690,not novel,0,0.141962,6.7,0,2012
116227,not novel,0,0.142769,5.8,0,2012
127918,not novel,0,0.140904,6.2,0,2012
110490,not novel,0,0.140016,5.7,0,2012
84338,not novel,0,0.139555,5.8,0,2012
133463,not novel,1000000,0.139047,5.3,500000,2012
123431,not novel,0,0.13803,6.4,0,2012
107257,not novel,0,0.137846,7,0,2012
117369,not novel,0,0.136706,6.6,0,2012
135368,not novel,0,0.13479,5.4,0,2012
157305,not novel,0,0.134777,6.6,10400,2012
134394,not novel,0,0.133857,4,0,2012
128215,not novel,0,0.133769,6.1,0,2012
135461,not novel,0,0.130997,5,0,2012
84309,not novel,0,0.201188,7.5,0,2012
110122,not novel,0,0.128912,4.8,0,2012
115210,not novel,95000,0.128685,5.2,100000,2012
103758,not novel,0,0.128085,5.7,0,2012
97512,not novel,0,0.12794,4.9,0,2012
192623,not novel,0,0.126843,4.8,0,2012
135579,not novel,0,0.126328,3.9,0,2012
60270,not novel,0,0.12369,5.2,0,2012
216374,not novel,0,0.034312,4.2,5000000,2012
140405,not novel,0,0.118043,7.5,0,2012
87548,not novel,0,0.116634,5.3,0,2012
84907,not novel,0,0.279471,3.6,7500000,2012
114955,not novel,0,0.115589,5.7,0,2012
118677,not novel,0,0.115214,5.2,0,2012
79940,not novel,0,0.113914,4.4,0,2012
141679,not novel,0,0.113808,6.8,0,2012
128216,not novel,0,0.113372,6.8,0,2012
109520,not novel,0,0.112563,5.1,400000,2012
98541,not novel,0,0.029377,7.5,0,2012
116977,not novel,73706,0.111351,2.2,65000000,2012
130593,not novel,0,0.110132,6.3,0,2012
50497,not novel,0,0.109652,5.8,0,2012
73935,not novel,0,0.10568,4.7,16000000,2012
116811,not novel,0,0.105432,6.3,0,2012
200035,not novel,0,0.105431,7.1,0,2012
133557,not novel,0,0.101746,5.9,0,2012
143800,not novel,0,0.100157,5.6,0,2012
110112,not novel,3903479,0.098948,6.8,0,2012
125558,not novel,0,0.096174,3.7,0,2012
131916,not novel,0,0.092594,3.6,0,2012
138372,not novel,0,0.091564,4.1,0,2012
137776,not novel,0,0.201455,6,0,2012
269177,not novel,0,0.090552,6.4,0,2012
127853,not novel,0,0.090143,7.4,0,2012
185744,not novel,0,0.089841,7.1,0,2012
119286,not novel,0,0.174185,6.1,0,2012
121830,not novel,0,0.088796,5.8,0,2012
95571,not novel,0,0.10171,5.2,0,2012
298016,not novel,0,0.085179,5.4,0,2012
191489,novel,0,0.083455,8.1,0,2012
138496,not novel,0,0.082,4,0,2012
86004,not novel,0,0.08066,6.5,8510000,2012
120846,not novel,0,0.079281,2,0,2012
142563,not novel,0,0.078472,7.9,0,2012
121983,not novel,0,0.078194,6.3,0,2012
94887,not novel,0,0.077988,4.2,0,2012
107178,not novel,278000,0.077044,6.2,0,2012
111440,not novel,0,0.220523,5.3,0,2012
137366,not novel,0,0.332598,7.7,0,2012
126509,not novel,33400000,0.075043,4.7,2500000,2012
126909,not novel,0,0.083202,7,0,2012
128592,not novel,0,0.068331,6.6,0,2012
138122,not novel,0,0.069504,6.6,0,2012
136698,not novel,0,0.069188,5.9,0,2012
84327,not novel,714544,0.066122,6.8,0,2012
97610,not novel,0,0.065125,7.3,0,2012
117266,not novel,0,0.064159,5.9,0,2012
127864,not novel,279735,0.062706,6.9,0,2012
124071,not novel,0,0.248698,6.5,0,2012
151870,not novel,0,0.055792,5.6,0,2012
84340,not novel,0,0.054123,6.3,0,2012
101056,not novel,0,0.053858,5.5,0,2012
139808,not novel,0,0.050661,6.2,0,2012
101267,not novel,32726956,0.050524,6.5,12000000,2012
128133,not novel,0,0.088634,4.5,0,2012
101449,not novel,0,0.114021,7.2,0,2012
96924,not novel,0,0.044913,7.5,0,2012
140403,not novel,0,0.043949,4.6,0,2012
150093,not novel,0,0.043122,6,0,2012
100275,not novel,1632,0.029385,6.1,0,2012
86101,not novel,0,0.041297,2.2,0,2012
201365,not novel,0,0.040607,4.2,0,2012
121147,not novel,0,0.040521,5,3000000,2012
153133,not novel,0,0.040014,6.1,0,2012
84351,not novel,0,0.079806,7.5,0,2012
128104,not novel,0,0.035616,5.9,0,2012
138907,not novel,0,0.034628,5.3,0,2012
89638,not novel,0,0.062522,7.4,0,2012
97989,not novel,0,0.031932,6.1,0,2012
135403,not novel,0,0.001635,7.2,0,2012
151044,not novel,0,0.083362,7.2,0,2012
157301,not novel,0,0.081053,6,0,2012
143224,not novel,0,0.070294,5.5,0,2012
84284,not novel,0,0.024008,7.1,0,2012
126797,not novel,0,0.023496,5.5,0,2012
127548,not novel,0,0.023223,3.4,0,2012
138943,not novel,0,0.189057,6.8,0,2012
115199,not novel,0,0.006708,6.3,0,2012
135670,not novel,0,0.021677,5,0,2012
84187,not novel,0,0.158021,5.7,0,2012
98886,not novel,0,0.019797,7.4,0,2012
114887,not novel,0,0.004575,8,0,2012
146837,not novel,0,0.018189,6.6,0,2012
147538,not novel,0,0.019197,7.9,0,2012
86705,not novel,0,0.016365,8.1,0,2012
130358,not novel,0,0.015351,4.3,0,2012
146712,not novel,0,0.013814,5.3,0,2012
224746,not novel,0,0.012607,6.4,2000000,2012
110393,not novel,0,0.010407,5.4,0,2012
168219,not novel,0,0.003183,5.3,0,2012
145711,not novel,0,0.074508,7.1,0,2012
134215,not novel,0,0.004887,4.9,0,2012
157289,not novel,0,0.003731,7.9,0,2012
83589,not novel,0,0.003479,7.3,0,2012
158150,not novel,0,0.026459,4.7,0,2012
110496,not novel,0,0.002262,6.7,0,2012
84179,not novel,0,0.006642,8.1,110,2012
124067,not novel,273747,0.001783,6.4,0,2012
84288,not novel,0,0.001372,7,0,2012
122,not novel,1118888979,7.122455,7.9,94000000,2003
277,not novel,95708457,6.887883,6.5,22000000,2003
22,not novel,655011224,6.864067,7.3,140000000,2003
24,not novel,180949000,6.174132,7.6,30000000,2003
605,novel,424988211,4.21265,6.4,150000000,2003
604,not novel,738599701,4.02924,6.6,150000000,2003
12,not novel,864625978,3.440519,7.4,94000000,2003
310,not novel,484572835,2.899533,6.3,80000000,2003
508,not novel,244931766,2.793616,6.9,40000000,2003
10719,not novel,173398518,2.710192,6.5,32000000,2003
296,not novel,435000000,2.686888,5.8,200000000,2003
1278,not novel,15121165,2.643906,7.1,15000000,2003
587,not novel,122919055,2.491591,7.4,70000000,2003
9480,not novel,179179718,2.394195,4.9,78000000,2003
8273,not novel,231449203,2.182292,6,55000000,2003
8698,not novel,179265204,1.830211,5.6,78000000,2003
9654,not novel,176070171,1.798132,6.6,60000000,2003
14873,not novel,135680000,1.781615,5.6,20000000,2003
153,not novel,119723856,1.765322,7.3,4000000,2003
10147,not novel,76488889,1.70303,6.2,23000000,2003
9486,not novel,160583018,1.661911,6,40000000,2003
10009,not novel,250,1.653031,6.8,100000000,2003
10601,not novel,121975011,1.650018,6.7,100000000,2003
4256,not novel,220673217,1.648069,5.6,48000000,2003
10028,not novel,62646763,1.635524,6,18000000,2003
8409,not novel,44350926,1.626534,5.7,36000000,2003
1584,not novel,131282949,1.622704,6.6,35000000,2003
616,not novel,456758981,1.622536,7.1,140000000,2003
8961,not novel,273339556,1.615231,6.3,130000000,2003
1996,not novel,156505388,1.569435,5.5,95000000,2003
9902,not novel,28650575,1.565393,5.9,12600000,2003
2832,not novel,90259536,1.518131,7,30000000,2003
8619,not novel,212011111,1.491266,6.6,150000000,2003
11820,not novel,0,1.454687,6.2,65000000,2003
322,not novel,156822020,1.428302,7.4,25000000,2003
55931,not novel,0,1.414421,6.6,5000000,2003
9506,not novel,195745823,1.412354,5.9,75000000,2003
9341,not novel,74208267,1.412067,5.3,60000000,2003
1927,not novel,245360480,1.387163,5.2,137000000,2003
1428,not novel,98185582,1.318505,6.1,29000000,2003
13654,not novel,0,1.28913,5.7,0,2003
11635,not novel,87055349,1.280654,6.6,24000000,2003
9919,not novel,177371441,1.209598,6.2,50000000,2003
6038,not novel,88323487,1.204207,5.9,50000000,2003
9257,not novel,116643346,1.158663,5.8,80000000,2003
9567,not novel,85632458,1.125044,6.4,70000000,2003
10327,not novel,124914842,1.118671,5.2,45000000,2003
8965,not novel,0,1.103879,5.4,0,2003
